LSOA code,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)
E01024285,20133
E01024286,26201
E01024287,12264
E01024288,20821
E01024290,12144
E01024291,9563
E01024292,19162
E01024293,10502
E01024294,4535
E01024295,3550
E01024296,11834
E01024297,28906
E01024298,26766
E01024299,27875
E01024300,27686
E01024301,18534
E01024302,22571
E01024303,17342
E01024304,14839
E01024305,3588
E01024306,4102
E01024307,9288
E01024308,2760
E01024309,7211
E01024310,7027
E01024311,5911
E01024312,11071
E01024313,24243
E01024314,18980
E01024315,5663
E01024316,21507
E01024317,21578
E01024318,21992
E01024319,16064
E01024320,31707
E01024321,31086
E01024322,30351
E01024323,29819
E01024324,30535
E01024325,30246
E01024326,32036
E01024327,29673
E01024328,25637
E01024329,32648
E01024330,32541
E01024331,27448
E01024332,16901
E01024333,20847
E01024334,25938
E01024335,16084
E01024336,30847
E01024337,32223
E01024338,27456
E01024339,10747
E01024340,19154
E01024341,31770
E01024342,15114
E01024343,25027
E01024344,26141
E01024345,14708
E01024346,17609
E01024347,15969
E01024348,32272
E01024349,31032
E01024350,19996
E01024351,25296
E01024352,7968
E01024353,29119
E01024354,23745
E01024355,21802
E01024356,15622
E01024357,15755
E01024358,11099
E01024360,20597
E01024361,19271
E01024362,21474
E01024363,18321
E01024364,10597
E01024365,26928
E01024366,13264
E01024367,18962
E01024369,27901
E01024371,17418
E01024372,10248
E01024373,12883
E01024374,4066
E01024375,20295
E01024376,27075
E01024377,12767
E01024378,17879
E01024379,13919
E01024380,20177
E01024381,11754
E01024382,13728
E01024383,13489
E01024384,8360
E01024385,24621
E01024386,28366
E01024387,10208
E01024388,19460
E01024389,2915
E01024390,4406
E01024391,4916
E01024392,9329
E01024393,13490
E01024394,27003
E01024395,8889
E01024396,7546
E01024397,3092
E01024398,3643
E01024399,7403
E01024400,13826
E01024401,18415
E01024402,31743
E01024403,21551
E01024404,31499
E01024405,21336
E01024406,18792
E01024407,21170
E01024408,28878
E01024409,25035
E01024410,19055
E01024411,17594
E01024413,16378
E01024414,23191
E01024415,29362
E01024416,23652
E01024417,20475
E01024418,31162
E01024419,23444
E01024420,13288
E01024421,14608
E01024422,22458
E01024423,30889
E01024424,32731
E01024425,19131
E01024426,29711
E01024427,13337
E01024428,15980
E01024429,12568
E01024430,19794
E01024431,26447
E01024432,17150
E01024433,21944
E01024434,24067
E01024435,18138
E01024436,18872
E01024437,19170
E01024438,25682
E01024439,23310
E01024440,25013
E01024441,32388
E01024442,24974
E01024443,32174
E01024444,12708
E01024445,29859
E01024446,30523
E01024447,17704
E01024448,22881
E01024449,29920
E01024450,26700
E01024451,24594
E01024452,14856
E01024453,31848
E01024454,23735
E01024455,19932
E01024456,19869
E01024457,16950
E01024458,22512
E01024459,22132
E01024460,18014
E01024461,31133
E01024462,26978
E01024463,32310
E01024464,30109
E01024465,20199
E01024466,17683
E01024467,31897
E01024468,29762
E01024469,32044
E01024470,32476
E01024471,30497
E01024472,16584
E01024473,23333
E01024474,30208
E01024475,23741
E01024476,4465
E01024477,5623
E01024478,16939
E01024479,21677
E01024480,6734
E01024481,10131
E01024482,8907
E01024483,28106
E01024484,23981
E01024485,14526
E01024486,8438
E01024487,9432
E01024488,8924
E01024489,11827
E01024490,20358
E01024491,17669
E01024492,11926
E01024493,9658
E01024494,12408
E01024495,14296
E01024496,3047
E01024497,8931
E01024498,1356
E01024499,7651
E01024500,4540
E01024501,7160
E01024502,5351
E01024503,13117
E01024504,614
E01024505,4100
E01024507,1761
E01024508,8797
E01024509,7266
E01024510,11441
E01024511,25455
E01024512,15677
E01024513,16975
E01024514,24695
E01024515,20262
E01024516,15040
E01024517,5361
E01024518,18634
E01024519,21354
E01024520,15404
E01024521,20094
E01024522,19285
E01024523,29851
E01024524,5504
E01024525,17605
E01024526,27004
E01024527,24814
E01024528,14077
E01024529,8363
E01024530,17833
E01024531,15939
E01024532,13611
E01024533,6413
E01024534,6562
E01024535,9570
E01024536,17410
E01024537,14471
E01024538,20817
E01024539,7903
E01024540,19016
E01024541,11264
E01024542,23036
E01024544,15981
E01024545,24581
E01024546,14292
E01024547,20950
E01024548,5900
E01024549,6160
E01024550,20402
E01024551,13710
E01024552,7855
E01024553,22466
E01024554,16514
E01024555,13817
E01024556,15484
E01024557,11172
E01024558,19988
E01024559,9259
E01024560,8752
E01024561,14625
E01024562,15049
E01024563,1639
E01024564,21306
E01024565,10439
E01024566,10091
E01024567,11041
E01024568,21092
E01024569,20121
E01024570,9109
E01024571,15783
E01024572,18585
E01024573,21707
E01024575,24840
E01024576,20930
E01024577,13092
E01024578,18919
E01024579,12481
E01024580,322
E01024581,3175
E01024582,12696
E01024583,9016
E01024584,3069
E01024585,4759
E01024586,12168
E01024587,9860
E01024588,15172
E01024589,19442
E01024590,337
E01024591,7588
E01024592,17665
E01024593,10895
E01024594,14495
E01024595,14075
E01024596,4662
E01024597,1159
E01024598,17224
E01024599,6335
E01024600,4579
E01024601,12343
E01024602,20033
E01024603,24764
E01024604,4072
E01024605,24907
E01024606,16372
E01024608,7235
E01024609,48
E01024610,1205
E01024611,1878
E01024612,2411
E01024613,708
E01024614,771
E01024615,457
E01024616,2383
E01024618,591
E01024619,15805
E01024620,8810
E01024621,1309
E01024622,7744
E01024623,12889
E01024624,11532
E01024625,23955
E01024626,29533
E01024627,5378
E01024628,16250
E01024629,26093
E01024630,18881
E01024631,31022
E01024632,29956
E01024633,6365
E01024634,7037
E01024635,21509
E01024636,23340
E01024637,23637
E01024638,14291
E01024639,14940
E01024640,10892
E01024641,8581
E01024642,23095
E01024643,13959
E01024644,30199
E01024645,10621
E01024646,5669
E01024647,13164
E01024648,4134
E01024649,2976
E01024650,20371
E01024651,10609
E01024652,25619
E01024653,18286
E01024654,16111
E01024655,22035
E01024656,12870
E01024657,117
E01024658,1033
E01024659,3804
E01024660,1326
E01024661,2620
E01024662,3259
E01024663,423
E01024664,4057
E01024665,11424
E01024666,932
E01024667,1038
E01024668,8109
E01024669,8285
E01024670,3342
E01024671,1597
E01024672,2616
E01024673,12755
E01024674,15877
E01024675,21109
E01024676,67
E01024677,3729
E01024678,139
E01024679,14787
E01024680,18627
E01024681,12415
E01024682,2242
E01024683,284
E01024684,5015
E01024685,4709
E01024686,4914
E01024687,933
E01024688,7827
E01024689,21646
E01024690,13315
E01024691,19961
E01024692,17698
E01024693,24630
E01024694,11280
E01024695,8571
E01024696,10287
E01024697,2342
E01024698,12487
E01024699,3690
E01024700,17718
E01024701,10884
E01024702,10483
E01024703,16253
E01024704,16292
E01024705,9891
E01024706,23202
E01024707,22116
E01024708,24608
E01024709,16511
E01024710,1563
E01024711,14826
E01024712,22967
E01024713,8219
E01024714,10914
E01024715,8332
E01024716,18311
E01024717,5342
E01024718,31908
E01024719,18884
E01024720,28420
E01024721,21274
E01024722,30216
E01024723,19944
E01024724,28179
E01024725,31135
E01024726,21562
E01024727,19286
E01024728,15454
E01024729,17053
E01024730,24898
E01024731,30188
E01024732,20142
E01024733,29804
E01024734,22070
E01024735,28056
E01024736,17223
E01024737,21748
E01024740,19958
E01024741,4333
E01024742,9476
E01024743,20077
E01024744,24321
E01024745,29358
E01024746,15546
E01024747,10651
E01024748,32186
E01024749,13453
E01024750,23150
E01024751,31603
E01024752,32715
E01024753,28094
E01024754,27443
E01024755,29978
E01024756,16384
E01024757,28230
E01024758,21962
E01024760,25442
E01024761,25170
E01024762,25862
E01024763,19553
E01024764,16833
E01024765,28214
E01024766,16708
E01024767,10976
E01024768,31072
E01024771,10424
E01024772,23124
E01024773,26597
E01024774,12387
E01024775,5059
E01024776,12822
E01024777,9839
E01024778,28562
E01024779,24836
E01024780,19940
E01024781,30245
E01024782,30666
E01024783,16448
E01024784,22651
E01024785,29634
E01024786,13797
E01024787,16293
E01024788,14672
E01024789,21316
E01024790,18703
E01024791,29160
E01024792,25531
E01024793,19448
E01024794,21857
E01024795,8862
E01024796,15707
E01024797,29169
E01024798,21751
E01024799,29457
E01024800,32177
E01024801,25038
E01024802,27618
E01024803,22743
E01024804,17450
E01024805,21390
E01024806,16466
E01024807,19676
E01024808,26889
E01024809,20793
E01024810,22833
E01024811,30579
E01024812,18370
E01024813,19927
E01024814,29478
E01024815,14590
E01024816,23400
E01024817,32042
E01024818,29602
E01024819,30349
E01024820,32722
E01024821,28645
E01024822,23619
E01024823,30229
E01024824,32402
E01024825,26553
E01024826,26729
E01024827,25067
E01024828,23797
E01024829,28911
E01024830,16641
E01024831,12752
E01024832,30125
E01024833,17479
E01024834,28182
E01024835,30348
E01024836,17438
E01024837,30974
E01024838,32613
E01024839,22889
E01024840,5503
E01024841,11911
E01024842,12521
E01024843,10904
E01024844,23922
E01024845,23851
E01024846,20866
E01024847,18809
E01024848,19449
E01024849,27028
E01024850,31416
E01024851,26534
E01024852,32767
E01024853,30463
E01024854,29907
E01024855,500
E01024856,1403
E01024857,3142
E01024858,15
E01024859,14433
E01024860,18682
E01024861,18971
E01024862,23298
E01024863,3284
E01024864,6910
E01024865,1763
E01024866,9358
E01024867,27072
E01024868,20035
E01024869,25034
E01024870,18614
E01024871,12350
E01024872,685
E01024873,14391
E01024874,20883
E01024875,1806
E01024876,1497
E01024877,180
E01024878,1231
E01024879,9062
E01024880,10476
E01024881,4529
E01024882,2960
E01024883,5102
E01024884,8104
E01024885,2230
E01024886,3044
E01024887,6922
E01024888,13259
E01024889,8916
E01024890,3828
E01024891,10487
E01024892,8300
E01024893,3626
E01024894,11389
E01024895,607
E01024896,11565
E01024897,5779
E01024898,1628
E01024899,1568
E01024900,646
E01024901,24735
E01024902,3914
E01024903,5509
E01024904,4377
E01024905,20372
E01024906,61
E01024907,504
E01024908,17
E01024909,917
E01024910,3164
E01024911,7901
E01024912,26127
E01024913,25388
E01024914,21600
E01024915,17308
E01024916,26734
E01024917,14944
E01024918,27569
E01024919,18929
E01024920,25719
E01024921,21911
E01024922,21904
E01024923,25392
E01024924,22291
E01024925,3115
E01024926,7629
E01024927,11329
E01024928,13202
E01024929,2838
E01024930,11337
E01024931,7124
E01024932,22929
E01024933,7530
E01024934,24619
E01024935,27814
E01024936,11369
E01024937,27432
E01024938,22082
E01024939,25539
E01024940,4421
E01024941,4033
E01024942,4373
E01024943,7592
E01024944,23388
E01024945,11453
E01024946,27521
E01024947,29305
E01024948,24124
E01024949,25882
E01024950,32099
E01024951,5141
E01024952,7296
E01024953,2451
E01024954,14841
E01024955,22058
E01024956,25492
E01024957,19470
E01024958,13812
E01024959,6153
E01024960,12390
E01024961,17664
E01024962,23966
E01024963,31431
E01024964,27565
E01024965,31102
E01024966,29198
E01024967,27994
E01024968,32482
E01024969,12931
E01024970,29973
E01024971,23314
E01024972,29468
E01024973,23122
E01024974,30511
E01024975,10305
E01024976,27743
E01024977,30173
E01024978,21219
E01024979,28103
E01024980,29415
E01024981,30153
E01024982,16345
E01024983,27726
E01024984,19765
E01024985,18351
E01024986,5266
E01024987,2042
E01024988,7724
E01024989,11881
E01024990,22087
E01024991,20079
E01024992,27833
E01024993,22935
E01024994,27985
E01024995,22792
E01024996,4507
E01024997,29156
E01024998,11613
E01024999,20378
E01025000,23414
E01025001,10547
E01025002,17253
E01025003,22831
E01025004,21925
E01025005,23446
E01025006,3266
E01025007,29760
E01025008,29218
E01025009,13552
E01025010,23351
E01025011,7218
E01025012,23926
E01025013,13612
E01025014,18866
E01025015,29955
E01025016,31895
E01025017,12693
E01025018,24782
E01025019,31904
E01025020,18043
E01025021,26958
E01025022,29328
E01025023,28653
E01025024,14022
E01025025,14156
E01025026,16999
E01025027,18788
E01025028,22085
E01025029,20838
E01025030,12875
E01025031,15385
E01025032,3783
E01025033,19868
E01025034,8161
E01025035,12699
E01025036,241
E01025037,4752
E01025038,26213
E01025039,29136
E01025040,22204
E01025041,364
E01025042,1021
E01025044,4732
E01025045,664
E01025046,721
E01025048,21073
E01025049,2160
E01025050,9743
E01025051,4816
E01025052,21753
E01025053,13746
E01025054,9808
E01025055,4462
E01025056,23822
E01025057,9961
E01025058,7531
E01025059,5851
E01025060,4299
E01025061,14146
E01025062,1953
E01025063,8361
E01025064,26806
E01025065,7960
E01025066,16913
E01025067,1120
E01025068,1439
E01025069,5357
E01025070,3206
E01025071,9135
E01025072,3396
E01025073,10207
E01025074,25851
E01025075,5160
E01025076,7361
E01025077,3917
E01025078,19036
E01025079,20241
E01025080,15399
E01025081,20710
E01025082,1862
E01025083,1459
E01025084,630
E01025085,14656
E01025086,25526
E01025087,7283
E01025088,24682
E01025089,20947
E01025090,28221
E01025091,4724
E01025092,3003
E01025093,10534
E01025094,8277
E01025095,15267
E01025096,20374
E01025097,7394
E01025098,15221
E01025099,9346
E01025100,12017
E01025101,4941
E01025102,21577
E01025103,30476
E01025105,24654
E01025106,20995
E01025107,17189
E01025108,23798
E01025109,24418
E01025110,210
E01025111,9459
E01025112,886
E01025113,10663
E01025114,16695
E01025115,4817
E01025116,4314
E01025117,33
E01025118,3037
E01025119,10633
E01025120,2596
E01025121,19063
E01025122,17043
E01025123,18700
E01025124,5108
E01025125,20994
E01025126,31260
E01025127,28957
E01025128,15076
E01025129,17368
E01025130,21121
E01025131,20637
E01025132,17096
E01025133,29060
E01025136,608
E01025137,12140
E01025138,7534
E01025139,896
E01025140,2992
E01025141,22052
E01025142,25731
E01025143,7368
E01025144,17543
E01025145,18448
E01025146,29970
E01025147,22029
E01025148,29093
E01025149,9193
E01025150,7907
E01025151,1548
E01025152,6505
E01025153,15346
E01025154,526
E01025155,20522
E01025156,188
E01025157,3832
E01025158,30196
E01025159,21144
E01025160,31034
E01025161,19509
E01025162,22668
E01025163,25798
E01025164,17952
E01025165,27450
E01025166,24774
E01025167,18985
E01025168,16017
E01025169,22907
E01025170,11117
E01025171,783
E01025172,9343
E01025173,3454
E01025174,21712
E01025175,25610
E01025176,16821
E01025177,28977
E01025178,25549
E01025179,15289
E01025180,23018
E01025181,1454
E01025182,1410
E01025183,2414
E01025184,2560
E01025185,3173
E01025186,2995
E01025187,9979
E01025188,1734
E01025189,2905
E01025190,11293
E01025191,23200
E01025192,9369
E01025193,15680
E01025194,12618
E01025195,18380
E01025196,7557
E01025197,20976
E01025198,11677
E01025199,20583
E01025200,12990
E01025201,11920
E01025202,18004
E01025203,22302
E01025204,23959
E01025205,5358
E01025206,13834
E01025207,2440
E01025208,4986
E01025209,9754
E01025210,6290
E01025211,28714
E01025212,11878
E01025213,8159
E01025214,23886
E01025215,2481
E01025216,12442
E01025217,2094
E01025218,937
E01025219,1134
E01025220,3315
E01025221,9180
E01025222,19670
E01025223,7135
E01025224,2872
E01025225,9656
E01025226,2241
E01025227,677
E01025228,13312
E01025229,2716
E01025230,1960
E01025231,14636
E01025232,4813
E01025233,23252
E01025234,7141
E01025235,13428
E01025236,2682
E01025237,5812
E01025238,2224
E01025239,14500
E01025240,26622
E01025241,24550
E01025242,25756
E01025243,13593
E01025244,4103
E01025245,3480
E01025246,6653
E01025247,4357
E01025248,1516
E01025249,7286
E01025250,1830
E01025251,20377
E01025252,10958
E01025253,30266
E01025254,24492
E01025255,30354
E01025256,28493
E01025257,29203
E01025258,30171
E01025259,29569
E01025260,2106
E01025261,13073
E01025262,9850
E01025263,5140
E01025264,6415
E01025265,12368
E01025266,22636
E01025267,7004
E01025268,4190
E01025269,5167
E01025270,20066
E01025271,8799
E01025272,25424
E01025273,28900
E01025274,5116
E01025275,3359
E01025276,10727
E01025277,25934
E01025278,30782
E01025279,18664
E01025280,23162
E01025281,26695
E01025282,10662
E01025283,1041
E01025284,6386
E01025285,5641
E01025286,895
E01025287,1443
E01025288,11513
E01025289,5346
E01025290,2694
E01025291,5438
E01025292,6188
E01025293,835
E01025294,7449
E01025295,1798
E01025296,2512
E01025297,1914
E01025298,1937
E01025299,27335
E01025300,9338
E01025301,21054
E01025302,24063
E01025303,26857
E01025304,12499
E01025305,3818
E01025306,6350
E01025308,8834
E01025309,10177
E01025310,5066
E01025311,9075
E01025312,6694
E01025313,5723
E01025314,11812
E01025315,17633
E01025316,29251
E01025317,22276
E01025318,29015
E01025319,27964
E01025320,16030
E01025321,26683
E01025322,20453
E01025323,25582
E01025324,24738
E01025325,15828
E01025326,21039
E01025327,30103
E01025328,29280
E01025329,17381
E01025330,18195
E01025331,14835
E01025332,32719
E01025333,22020
E01025334,19594
E01025335,10146
E01025336,29945
E01025337,30468
E01025338,17064
E01025339,20596
E01025340,28292
E01025341,32635
E01025342,27446
E01025343,27344
E01025344,24123
E01025345,31493
E01025346,28029
E01025347,23370
E01025348,27878
E01025349,24706
E01025350,29703
E01025351,18603
E01025352,30484
E01025353,28831
E01025354,27354
E01025355,30738
E01025356,8271
E01025357,15474
E01025358,24584
E01025359,9814
E01025360,10790
E01025361,20952
E01025362,21048
E01025363,15800
E01025364,27539
E01025365,23509
E01025366,5924
E01025367,18067
E01025368,6675
E01025369,2397
E01025370,11209
E01025371,7684
E01025373,21441
E01025374,8630
E01025375,21792
E01025376,9277
E01025377,31314
E01025378,27669
E01025379,8672
E01025380,29164
E01025381,2790
E01025382,1542
E01025383,19101
E01025384,18504
E01025385,3011
E01025387,15314
E01025388,6333
E01025389,1880
E01025390,5668
E01025391,7167
E01025392,9630
E01025393,12910
E01025394,11130
E01025395,13625
E01025396,2245
E01025397,6524
E01025398,8130
E01025399,7559
E01025400,20612
E01025401,16363
E01025402,12195
E01025403,29567
E01025404,27677
E01025405,9791
E01025406,26557
E01025407,9239
E01025408,26795
E01025409,23411
E01025410,32337
E01025411,21706
E01025412,16060
E01025413,24553
E01025414,30558
E01025415,14303
E01025416,25207
E01025417,21650
E01025418,18153
E01025419,19156
E01025420,24406
E01025421,17084
E01025422,11637
E01025423,1219
E01025424,29731
E01025425,25983
E01025426,30291
E01025427,10615
E01025428,14097
E01025429,7364
E01025430,26146
E01025431,10332
E01025433,16746
E01025434,31151
E01025435,14619
E01025436,25441
E01025437,26383
E01025438,30286
E01025439,30323
E01025440,30016
E01025441,30520
E01025442,8801
E01025443,24298
E01025444,13516
E01025445,2830
E01025446,22405
E01025447,1437
E01025448,16202
E01025449,27506
E01025450,7646
E01025451,28691
E01025452,8498
E01025453,23472
E01025454,31964
E01025455,27876
E01025456,17724
E01025457,17334
E01025458,14109
E01025459,11764
E01025460,8366
E01025461,28924
E01025462,20873
E01025463,21575
E01025464,30648
E01025465,19717
E01025466,30056
E01025467,29503
E01025468,30234
E01025469,9247
E01025470,27076
E01025471,5139
E01025472,30688
E01025473,20421
E01025474,13554
E01025475,30581
E01025476,29689
E01025477,29007
E01025478,31740
E01025479,16057
E01025480,5614
E01025481,4491
E01025482,1455
E01025483,16549
E01025484,26509
E01025485,22821
E01025486,19075
E01025487,22047
E01025488,25537
E01025489,24367
E01025490,28577
E01025491,28314
E01025492,10229
E01025493,658
E01025494,1358
E01025495,19343
E01025496,20781
E01025497,25028
E01025498,25232
E01025499,22422
E01025500,18160
E01025501,29578
E01025502,30982
E01025503,3308
E01025504,964
E01025505,8527
E01025506,25480
E01025507,21791
E01025508,13575
E01025509,15954
E01025510,32308
E01025511,28793
E01025512,29386
E01025513,26076
E01025514,17444
E01025515,16982
E01025516,24646
E01025517,12308
E01025518,11685
E01025519,26713
E01025520,4784
E01025521,6229
E01025522,16069
E01025523,13074
E01025524,3376
E01025525,13759
E01025526,12991
E01025527,2331
E01025528,3197
E01025529,6370
E01025530,30384
E01025531,16761
E01025532,29277
E01025533,28471
E01025534,30259
E01025535,18710
E01025536,9063
E01025537,21248
E01025538,28776
E01025539,26945
E01025540,25742
E01025541,17584
E01025542,25236
E01025543,12886
E01025544,11383
E01025545,27250
E01025546,21471
E01025547,23736
E01025548,17487
E01025549,23158
E01025550,24389
E01025551,24913
E01025552,28459
E01025553,27017
E01025554,9817
E01025555,16555
E01025556,11649
E01025557,20702
E01025558,27880
E01025559,21627
E01025560,26710
E01025561,23771
E01025562,18586
E01025563,20351
E01025564,23156
E01025565,22962
E01025566,29330
E01025567,11552
E01025568,21214
E01025569,29087
E01025570,1483
E01025571,6629
E01025572,12087
E01025573,14622
E01025574,1916
E01025575,1345
E01025576,21696
E01025577,7200
E01025578,5094
E01025579,3013
E01025580,14534
E01025581,3892
E01025582,365
E01025583,920
E01025584,96
E01025585,18376
E01025586,19814
E01025587,12484
E01025588,10946
E01025589,13628
E01025590,1160
E01025591,15633
E01025592,570
E01025593,18163
E01025594,20919
E01025595,26332
E01025596,24451
E01025597,20473
E01025598,16237
E01025599,22475
E01025600,27877
E01025601,25784
E01025602,24897
E01025603,20282
E01025604,13884
E01025605,12211
E01025606,1271
E01025607,16688
E01025608,18623
E01025609,22385
E01025610,15811
E01025611,24230
E01025612,23391
E01025613,23698
E01025614,29557
E01025615,31450
E01025616,31524
E01025617,28625
E01025618,22729
E01025619,29091
E01025620,21581
E01025621,24474
E01025622,23522
E01025623,19822
E01025624,30285
E01025625,13984
E01025626,20623
E01025627,19015
E01025629,16912
E01025630,25659
E01025631,25985
E01025632,31331
E01025633,23065
E01025634,29034
E01025635,22398
E01025636,22990
E01025637,24031
E01025638,30437
E01025639,26918
E01025640,27917
E01025641,29663
E01025642,28466
E01025643,24172
E01025644,23958
E01025645,23650
E01025646,16271
E01025647,20914
E01025648,31069
E01025649,31286
E01025650,31479
E01025651,30344
E01025652,19656
E01025653,14026
E01025654,22312
E01025655,16054
E01025656,16319
E01025657,18344
E01025658,24066
E01025659,18966
E01025660,25794
E01025661,30685
E01025662,15367
E01025663,25193
E01025664,22152
E01025665,30515
E01025666,10484
E01025667,14407
E01025668,26872
E01025669,27755
E01025670,16454
E01025671,27941
E01025672,26774
E01025673,19851
E01025674,21276
E01025675,28445
E01025676,31372
E01025677,21465
E01025678,31692
E01025679,23810
E01025680,31782
E01025681,24819
E01025682,22522
E01025683,19474
E01025684,24178
E01025685,24669
E01025686,27279
E01025687,25675
E01025688,28298
E01025689,13806
E01025690,20386
E01025692,26243
E01025693,28332
E01025695,31629
E01025696,31793
E01025697,8951
E01025698,26615
E01025699,699
E01025700,6364
E01025701,6514
E01025702,21715
E01025703,10926
E01025704,18679
E01025705,7958
E01025706,8949
E01025707,32261
E01025708,31155
E01025709,32471
E01025710,30341
E01025711,32227
E01025712,29925
E01025713,31774
E01025714,32480
E01025715,7993
E01025716,14188
E01025717,8748
E01025718,9960
E01025719,25406
E01025720,22316
E01025721,23469
E01025722,15165
E01025723,18457
E01025724,22299
E01025725,2950
E01025726,28405
E01025727,9232
E01025728,25795
E01025729,30239
E01025730,23369
E01025731,26128
E01025732,24854
E01025733,29356
E01025734,31779
E01025735,20848
E01025736,27345
E01025737,29575
E01025738,28247
E01025739,25681
E01025740,17052
E01025741,30193
E01025742,10468
E01025743,22755
E01025744,28757
E01025745,22537
E01025746,18036
E01025747,15439
E01025748,21860
E01025749,13946
E01025750,28097
E01025751,20901
E01025752,19042
E01025753,8399
E01025754,27238
E01025755,23556
E01025756,17649
E01025757,22510
E01025758,27665
E01025759,16792
E01025760,25661
E01025761,32412
E01025762,15018
E01025763,18124
E01025764,24956
E01025765,22856
E01025766,10571
E01025767,21345
E01025768,28839
E01025769,29785
E01025770,25376
E01025771,23775
E01025772,32141
E01025773,32650
E01025774,32580
E01025775,25418
E01025776,30509
E01025777,26216
E01025778,28794
E01025779,28767
E01025780,31649
E01025781,27999
E01025782,29866
E01025783,30733
E01025784,25208
E01025785,28178
E01025786,25390
E01025787,32161
E01025788,19558
E01025789,10733
E01025790,31670
E01025791,24343
E01025792,24333
E01025793,24578
E01025794,32342
E01025795,24675
E01025796,19278
E01025797,32499
E01025798,29875
E01025799,32593
E01025800,31513
E01025801,20885
E01025802,30988
E01025803,32774
E01025804,26110
E01025805,28567
E01025806,9690
E01025807,24390
E01025808,23093
E01025809,26322
E01025810,24248
E01025812,21954
E01025813,32377
E01025814,32607
E01025815,18275
E01025816,28561
E01025817,29452
E01025818,15723
E01025819,21412
E01025820,27327
E01025821,17942
E01025822,8213
E01025823,12997
E01025824,15168
E01025825,20489
E01025826,21275
E01025827,11112
E01025828,27168
E01025829,7980
E01025830,20136
E01025831,29438
E01025832,32058
E01025833,26929
E01025834,31000
E01025835,31521
E01025836,28602
E01025837,26902
E01025838,29632
E01025839,25918
E01025840,20523
E01025841,22892
E01025842,14331
E01025843,10385
E01025844,7464
E01025845,30972
E01025846,32327
E01025847,29870
E01025848,21538
E01025849,11243
E01025850,17132
E01025851,24331
E01025852,8796
E01025853,25468
E01025854,23857
E01025855,20385
E01025856,4583
E01025857,24208
E01025858,14777
E01025859,29944
E01025860,29033
E01025861,23086
E01025862,26792
E01025863,14027
E01025864,25268
E01025865,13469
E01025866,9689
E01025867,14217
E01025868,24055
E01025869,27081
E01025870,29553
E01025871,22307
E01025872,30811
E01025873,23932
E01025874,19004
E01025875,16127
E01025876,28091
E01025877,28204
E01025878,16284
E01025879,15232
E01025880,30877
E01025881,23101
E01025882,20659
E01025883,27271
E01025884,16968
E01025885,32143
E01025886,28454
E01025887,13282
E01025888,23423
E01025889,20695
E01025890,24369
E01025891,31367
E01025892,27495
E01025893,27289
E01025894,9990
E01025895,22678
E01025896,30763
E01025897,16632
E01025898,21369
E01025899,17763
E01025900,8876
E01025901,27094
E01025902,31340
E01025903,18660
E01025904,30620
E01025905,9024
E01025906,30035
E01025907,11082
E01025908,27922
E01025909,20254
E01025910,21676
E01025911,24929
E01025912,18006
E01025913,25373
E01025914,30951
E01025915,29097
E01025916,29807
E01025917,28003
E01025918,11440
E01025919,18840
E01025920,16242
E01025921,28334
E01025923,23951
E01025924,19826
E01025925,17946
E01025926,25476
E01025927,14030
E01025928,31362
E01025929,18521
E01025930,11512
E01025931,12843
E01025932,2174
E01025933,11995
E01025934,3087
E01025935,24884
E01025936,11872
E01025937,21333
E01025938,20530
E01025939,22013
E01025940,19475
E01025941,21148
E01025942,24317
E01025943,10620
E01025944,29685
E01025945,27343
E01025946,23569
E01025947,28937
E01025948,26641
E01025949,8587
E01025950,9442
E01025951,25557
E01025952,19714
E01025953,11909
E01025954,23241
E01025955,29134
E01025956,20574
E01025957,13650
E01025958,22846
E01025959,24882
E01025960,20786
E01025961,27883
E01025962,10511
E01025963,20970
E01025964,21997
E01025965,13290
E01025966,13750
E01025967,24918
E01025968,28775
E01025969,21183
E01025970,30392
E01025971,28307
E01025972,27188
E01025973,29604
E01025974,29098
E01025975,29491
E01025976,10973
E01025977,20779
E01025978,20841
E01025979,28807
E01025980,29271
E01025981,26315
E01025982,31298
E01025983,24726
E01025984,29321
E01025985,22639
E01025986,18354
E01025987,7301
E01025988,11945
E01025989,9110
E01025990,24653
E01025991,29543
E01025992,7414
E01025993,22203
E01025994,8696
E01025995,18617
E01025997,6709
E01025998,28260
E01025999,14886
E01026000,28429
E01026001,28762
E01026003,16144
E01026004,31582
E01026005,16870
E01026006,7407
E01026007,23321
E01026008,9205
E01026009,9228
E01026010,2270
E01026011,7495
E01026012,7447
E01026013,22481
E01026014,20513
E01026015,23146
E01026016,10751
E01026017,6747
E01026018,16227
E01026019,12022
E01026020,18318
E01026021,18327
E01026022,27702
E01026023,8828
E01026024,8392
E01026025,10182
E01026026,5115
E01026027,16311
E01026028,10722
E01026029,20909
E01026030,6212
E01026031,18485
E01026032,12746
E01026033,8555
E01026034,12540
E01026035,26246
E01026036,10991
E01026037,5684
E01026038,23222
E01026039,19228
E01026040,18483
E01026041,8215
E01026042,7609
E01026043,9852
E01026044,10348
E01026045,11365
E01026046,6546
E01026047,16722
E01026048,306
E01026049,5204
E01026050,3810
E01026051,20384
E01026052,15375
E01026053,24109
E01026054,15985
E01026055,10431
E01026056,4625
E01026057,10200
E01026058,19009
E01026059,8118
E01026060,9608
E01026061,27143
E01026062,20727
E01026063,27022
E01026064,7017
E01026065,24930
E01026066,20879
